GKSL,WKL,GKSL_encoded,WKL_encoded
따뜻하다 켜다 ?,히터 좀 켜드릴까요?,"[2, 1833, 5997, 7798, 517, 7530, 5782, 633, 3]","[2, 517, 7996, 7609, 4196, 517, 7530, 5920, 6135, 5591, 6999, 258, 3]"
한국농아인협회 가다,한국농아인협회로 가주세요.,"[2, 4958, 5734, 6797, 7119, 7918, 517, 5330, 5782, 3]","[2, 4958, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
한국농아인협회 내리다,한국농아인협회로 가주세요.,"[2, 4958, 5734, 6797, 7119, 7918, 1444, 5782, 3]","[2, 4958, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
한국농아인협회 차내리다,한국농아인협회로 가주세요.,"[2, 4958, 5734, 6797, 7119, 7918, 4402, 5678, 6122, 5782, 3]","[2, 4958, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
한국농아인협회 도착,한국농아인협회로 가주세요.,"[2, 4958, 5734, 6797, 7119, 7918, 1723, 3]","[2, 4958, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
한국농아인협회 목적,한국농아인협회로 가주세요.,"[2, 4958, 5734, 6797, 7119, 7918, 2076, 3]","[2, 4958, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
한국농아인협회 곳,한국농아인협회로 가주세요.,"[2, 4958, 5734, 6797, 7119, 7918, 1021, 3]","[2, 4958, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서울농아인협회 가다,서울농아인협회로 가주세요.,"[2, 2726, 5734, 6797, 7119, 7918, 517, 5330, 5782, 3]","[2, 2726, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서울농아인협회 내리다,서울농아인협회로 가주세요.,"[2, 2726, 5734, 6797, 7119, 7918, 1444, 5782, 3]","[2, 2726, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서울농아인협회 차내리다,서울농아인협회로 가주세요.,"[2, 2726, 5734, 6797, 7119, 7918, 4402, 5678, 6122, 5782, 3]","[2, 2726, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서울농아인협회 도착,서울농아인협회로 가주세요.,"[2, 2726, 5734, 6797, 7119, 7918, 1723, 3]","[2, 2726, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서울농아인협회 목적,서울농아인협회로 가주세요.,"[2, 2726, 5734, 6797, 7119, 7918, 2076, 3]","[2, 2726, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서울농아인협회 곳,서울농아인협회로 가주세요.,"[2, 2726, 5734, 6797, 7119, 7918, 1021, 3]","[2, 2726, 5734, 6797, 7119, 7918, 6079, 517, 5330, 7282, 54, 3]"
서대문농아인복지관 가다,서대문농아인복지관으로 가주세요.,"[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 517, 5330, 5782, 3]","[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 7078, 517, 5330, 7282, 54, 3]"
서대문농아인복지관 내리다,서대문농아인복지관으로 가주세요.,"[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 1444, 5782, 3]","[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 7078, 517, 5330, 7282, 54, 3]"
서대문농아인복지관 차내리다,서대문농아인복지관으로 가주세요.,"[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 4402, 5678, 6122, 5782, 3]","[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 7078, 517, 5330, 7282, 54, 3]"
서대문농아인복지관 도착,서대문농아인복지관으로 가주세요.,"[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 1723, 3]","[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 7078, 517, 5330, 7282, 54, 3]"
서대문농아인복지관 목적,서대문농아인복지관으로 가주세요.,"[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 2076, 3]","[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 7078, 517, 5330, 7282, 54, 3]"
서대문농아인복지관 곳,서대문농아인복지관으로 가주세요.,"[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 1021, 3]","[2, 2718, 5808, 6234, 5734, 6797, 7119, 6380, 5474, 7078, 517, 5330, 7282, 54, 3]"
청음회관 가다,청음회관으로 가주세요.,"[2, 4483, 7089, 7953, 5474, 517, 5330, 5782, 3]","[2, 4483, 7089, 7953, 5474, 7078, 517, 5330, 7282, 54, 3]"
청음회관 내리다,청음회관으로 가주세요.,"[2, 4483, 7089, 7953, 5474, 1444, 5782, 3]","[2, 4483, 7089, 7953, 5474, 7078, 517, 5330, 7282, 54, 3]"
청음회관 차내리다,청음회관으로 가주세요.,"[2, 4483, 7089, 7953, 5474, 4402, 5678, 6122, 5782, 3]","[2, 4483, 7089, 7953, 5474, 7078, 517, 5330, 7282, 54, 3]"
청음회관 도착,청음회관으로 가주세요.,"[2, 4483, 7089, 7953, 5474, 1723, 3]","[2, 4483, 7089, 7953, 5474, 7078, 517, 5330, 7282, 54, 3]"
청음회관 목적,청음회관으로 가주세요.,"[2, 4483, 7089, 7953, 5474, 2076, 3]","[2, 4483, 7089, 7953, 5474, 7078, 517, 5330, 7282, 54, 3]"
청음회관 곳,청음회관으로 가주세요.,"[2, 4483, 7089, 7953, 5474, 1021, 3]","[2, 4483, 7089, 7953, 5474, 7078, 517, 5330, 7282, 54, 3]"
천안아산역 가다,천안아산역으로 가주세요.,"[2, 4472, 6797, 6516, 6926, 517, 5330, 5782, 3]","[2, 4472, 6797, 6516, 6926, 7078, 517, 5330, 7282, 54, 3]"
천안아산역 내리다,천안아산역으로 가주세요.,"[2, 4472, 6797, 6516, 6926, 1444, 5782, 3]","[2, 4472, 6797, 6516, 6926, 7078, 517, 5330, 7282, 54, 3]"
천안아산역 차내리다,천안아산역으로 가주세요.,"[2, 4472, 6797, 6516, 6926, 4402, 5678, 6122, 5782, 3]","[2, 4472, 6797, 6516, 6926, 7078, 517, 5330, 7282, 54, 3]"
에어컨 끄다 ?,에어컨을 꺼드릴까요?,"[2, 3288, 517, 5640, 5782, 633, 3]","[2, 3288, 7088, 1344, 5920, 6135, 5591, 6999, 258, 3]"
춥다 끄다 ?,에어컨을 꺼드릴까요?,"[2, 517, 7470, 5782, 517, 5640, 5782, 633, 3]","[2, 3288, 7088, 1344, 5920, 6135, 5591, 6999, 258, 3]"
난방 끄다,에어컨을 꺼주세요.,"[2, 1406, 6305, 517, 5640, 5782, 3]","[2, 3288, 7088, 1344, 7282, 54, 3]"
따뜻하다 끄다,에어컨을 꺼주세요.,"[2, 1833, 5997, 7798, 517, 5640, 5782, 3]","[2, 3288, 7088, 1344, 7282, 54, 3]"
따뜻하다 그만,에어컨을 꺼주세요.,"[2, 1833, 5997, 7798, 1185, 6150, 3]","[2, 3288, 7088, 1344, 7282, 54, 3]"
난방 끄다 ?,히터를 꺼드릴까요?,"[2, 1406, 6305, 517, 5640, 5782, 633, 3]","[2, 517, 7996, 7609, 6116, 1344, 5920, 6135, 5591, 6999, 258, 3]"
따뜻하다 끄다 ?,히터를 꺼드릴까요?,"[2, 1833, 5997, 7798, 517, 5640, 5782, 633, 3]","[2, 517, 7996, 7609, 6116, 1344, 5920, 6135, 5591, 6999, 258, 3]"
따뜻하다 그만 ?,히터를 꺼드릴까요?,"[2, 1833, 5997, 7798, 1185, 6150, 633, 3]","[2, 517, 7996, 7609, 6116, 1344, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 내리다 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 1444, 5782, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 차내리다 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 4402, 5678, 6122, 5782, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 오케이 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 3417, 7525, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 가다 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 517, 5330, 5782, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 내리다 오케이 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 1444, 5782, 3417, 7525, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
청음회관 차내리다 오케이 ?,청음회관에서 내려드릴까요?,"[2, 4483, 7089, 7953, 5474, 4402, 5678, 6122, 5782, 3417, 7525, 633, 3]","[2, 4483, 7089, 7953, 5474, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
엘리베이터 무엇 ?,엘리베이터는 어디에 있나요?,"[2, 3295, 6122, 6344, 7609, 2095, 6884, 633, 3]","[2, 3295, 6122, 6344, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
엘리베이터 곳 ?,엘리베이터는 어디에 있나요?,"[2, 3295, 6122, 6344, 7609, 1021, 633, 3]","[2, 3295, 6122, 6344, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
엘리베이터 곳 무엇 ?,엘리베이터는 어디에 있나요?,"[2, 3295, 6122, 6344, 7609, 1021, 2095, 6884, 633, 3]","[2, 3295, 6122, 6344, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
엘리베이터 곳곳 ?,엘리베이터는 어디에 있나요?,"[2, 3295, 6122, 6344, 7609, 1021, 5451, 633, 3]","[2, 3295, 6122, 6344, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
엘리베이터 무엇 곳 ?,엘리베이터는 어디에 있나요?,"[2, 3295, 6122, 6344, 7609, 2095, 6884, 1021, 633, 3]","[2, 3295, 6122, 6344, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
약 무엇 ?,약국은 어디에 있나요?,"[2, 3211, 2095, 6884, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
약 곳 ?,약국은 어디에 있나요?,"[2, 3211, 1021, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
약 곳 무엇 ?,약국은 어디에 있나요?,"[2, 3211, 1021, 2095, 6884, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
약 곳곳 ?,약국은 어디에 있나요?,"[2, 3211, 1021, 5451, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
약 무엇 곳 ?,약국은 어디에 있나요?,"[2, 3211, 2095, 6884, 1021, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
은행 무엇 길 ?,은행은 어디에 있나요?,"[2, 3605, 2095, 6884, 1315, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
은행 길 무엇 ?,은행은 어디에 있나요?,"[2, 3605, 1315, 2095, 6884, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
은행 길 곳 ?,은행은 어디에 있나요?,"[2, 3605, 1315, 1021, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
은행 곳 길 ?,은행은 어디에 있나요?,"[2, 3605, 1021, 1315, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
은행 길 ?,은행은 어디에 있나요?,"[2, 3605, 1315, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
은행 곳 무엇 ?,은행은 어디에 있나요?,"[2, 3605, 1021, 2095, 6884, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자판기 어디 길 ?,자판기는 어디에 있나요?,"[2, 3886, 7688, 5561, 3223, 1315, 633, 3]","[2, 3886, 7688, 5568, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자판기 길 무엇 ?,자판기는 어디에 있나요?,"[2, 3886, 7688, 5561, 1315, 2095, 6884, 633, 3]","[2, 3886, 7688, 5568, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자판기 길 곳 ?,자판기는 어디에 있나요?,"[2, 3886, 7688, 5561, 1315, 1021, 633, 3]","[2, 3886, 7688, 5568, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자판기 곳 길 ?,자판기는 어디에 있나요?,"[2, 3886, 7688, 5561, 1021, 1315, 633, 3]","[2, 3886, 7688, 5568, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자판기 길 ?,자판기는 어디에 있나요?,"[2, 3886, 7688, 5561, 1315, 633, 3]","[2, 3886, 7688, 5568, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자판기 곳 무엇 ?,자판기는 어디에 있나요?,"[2, 3886, 7688, 5561, 1021, 2095, 6884, 633, 3]","[2, 3886, 7688, 5568, 3223, 6896, 3854, 5655, 6999, 258, 3]"
편의점 무엇 ?,편의점은 어디에 있나요?,"[2, 4835, 2095, 6884, 633, 3]","[2, 4835, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
편의점 곳 ?,편의점은 어디에 있나요?,"[2, 4835, 1021, 633, 3]","[2, 4835, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
편의점 곳 무엇 ?,편의점은 어디에 있나요?,"[2, 4835, 1021, 2095, 6884, 633, 3]","[2, 4835, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
편의점 곳곳 ?,편의점은 어디에 있나요?,"[2, 4835, 1021, 5451, 633, 3]","[2, 4835, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
편의점 무엇 곳 ?,편의점은 어디에 있나요?,"[2, 4835, 2095, 6884, 1021, 633, 3]","[2, 4835, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
의자 무엇 ?,의자는 어디에 있나요?,"[2, 517, 7095, 7147, 2095, 6884, 633, 3]","[2, 517, 7095, 7150, 3223, 6896, 3854, 5655, 6999, 258, 3]"
의자 곳 ?,의자는 어디에 있나요?,"[2, 517, 7095, 7147, 1021, 633, 3]","[2, 517, 7095, 7150, 3223, 6896, 3854, 5655, 6999, 258, 3]"
의자 곳 무엇 ?,의자는 어디에 있나요?,"[2, 517, 7095, 7147, 1021, 2095, 6884, 633, 3]","[2, 517, 7095, 7150, 3223, 6896, 3854, 5655, 6999, 258, 3]"
의자 곳곳 ?,의자는 어디에 있나요?,"[2, 517, 7095, 7147, 1021, 5451, 633, 3]","[2, 517, 7095, 7150, 3223, 6896, 3854, 5655, 6999, 258, 3]"
의자 무엇 곳 ?,의자는 어디에 있나요?,"[2, 517, 7095, 7147, 2095, 6884, 1021, 633, 3]","[2, 517, 7095, 7150, 3223, 6896, 3854, 5655, 6999, 258, 3]"
회의실 무엇 ?,회의실은 어디에 있나요?,"[2, 5160, 6738, 2095, 6884, 633, 3]","[2, 5160, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
회의실 곳 ?,회의실은 어디에 있나요?,"[2, 5160, 6738, 1021, 633, 3]","[2, 5160, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
돈 얼마 ?,얼마인가요?,"[2, 1730, 3252, 633, 3]","[2, 3252, 7119, 5330, 6999, 258, 3]"
돈주다 얼마 ?,얼마인가요?,"[2, 1730, 7276, 5782, 3252, 633, 3]","[2, 3252, 7119, 5330, 6999, 258, 3]"
돈얼마 ?,얼마인가요?,"[2, 1730, 6870, 6141, 633, 3]","[2, 3252, 7119, 5330, 6999, 258, 3]"
돈주다 돈얼마 ?,얼마인가요?,"[2, 1730, 7276, 5782, 1730, 6870, 6141, 633, 3]","[2, 3252, 7119, 5330, 6999, 258, 3]"
회의실 곳 무엇 ?,회의실은 어디에 있나요?,"[2, 5160, 6738, 1021, 2095, 6884, 633, 3]","[2, 5160, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
회의실 곳곳 ?,회의실은 어디에 있나요?,"[2, 5160, 6738, 1021, 5451, 633, 3]","[2, 5160, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
회의실 무엇 곳 ?,회의실은 어디에 있나요?,"[2, 5160, 6738, 2095, 6884, 1021, 633, 3]","[2, 5160, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
안내소 무엇 ?,안내소는 어디에 있나요?,"[2, 3136, 6607, 2095, 6884, 633, 3]","[2, 3136, 6607, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
안내소 곳 ?,안내소는 어디에 있나요?,"[2, 3136, 6607, 1021, 633, 3]","[2, 3136, 6607, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
안내소 곳 무엇 ?,안내소는 어디에 있나요?,"[2, 3136, 6607, 1021, 2095, 6884, 633, 3]","[2, 3136, 6607, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
안내소 곳곳 ?,안내소는 어디에 있나요?,"[2, 3136, 6607, 1021, 5451, 633, 3]","[2, 3136, 6607, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
안내소 무엇 곳 ?,안내소는 어디에 있나요?,"[2, 3136, 6607, 2095, 6884, 1021, 633, 3]","[2, 3136, 6607, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
아니다,아닙니다.,"[2, 3100, 3]","[2, 3093, 5779, 5772, 54, 3]"
아니다 ?,아닌가요?,"[2, 3100, 633, 3]","[2, 3105, 5330, 6999, 258, 3]"
계단 무엇 ?,계단은 어디에 있나요?,"[2, 980, 5788, 2095, 6884, 633, 3]","[2, 980, 5788, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
계단 곳 ?,계단은 어디에 있나요?,"[2, 980, 5788, 1021, 633, 3]","[2, 980, 5788, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
계단 곳 무엇 ?,계단은 어디에 있나요?,"[2, 980, 5788, 1021, 2095, 6884, 633, 3]","[2, 980, 5788, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
계단 곳곳 ?,계단은 어디에 있나요?,"[2, 980, 5788, 1021, 5451, 633, 3]","[2, 980, 5788, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
계단 무엇 곳 ?,계단은 어디에 있나요?,"[2, 980, 5788, 2095, 6884, 1021, 633, 3]","[2, 980, 5788, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
물품보관 불량 죽다,물품보관함이 안되네요.,"[2, 2144, 6364, 5474, 2485, 6035, 4244, 5782, 3]","[2, 2144, 6364, 5474, 7837, 7096, 3135, 5886, 5703, 54, 3]"
물품보관 고장 죽다,물품보관함이 안되네요.,"[2, 2144, 6364, 5474, 993, 7178, 4244, 5782, 3]","[2, 2144, 6364, 5474, 7837, 7096, 3135, 5886, 5703, 54, 3]"
물품보관 안되다 죽다,물품보관함이 안되네요.,"[2, 2144, 6364, 5474, 3135, 5886, 5782, 4244, 5782, 3]","[2, 2144, 6364, 5474, 7837, 7096, 3135, 5886, 5703, 54, 3]"
물품보관 잘 안되다 죽다,물품보관함이 안되네요.,"[2, 2144, 6364, 5474, 3942, 3135, 5886, 5782, 4244, 5782, 3]","[2, 2144, 6364, 5474, 7837, 7096, 3135, 5886, 5703, 54, 3]"
자판기 불량,자판기가 안되네요.,"[2, 3886, 7688, 5561, 2485, 6035, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 고장,자판기가 안되네요.,"[2, 3886, 7688, 5561, 993, 7178, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 안되다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 3135, 5886, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 잘 안되다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 3942, 3135, 5886, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 사용 안되다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 2613, 3135, 5886, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 사용 불가능,자판기가 안되네요.,"[2, 3886, 7688, 5561, 2613, 2486, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 불량 죽다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 2485, 6035, 4244, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 고장 죽다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 993, 7178, 4244, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 안되다 죽다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 3135, 5886, 5782, 4244, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
자판기 잘 안되다 죽다,자판기가 안되네요.,"[2, 3886, 7688, 5561, 3942, 3135, 5886, 5782, 4244, 5782, 3]","[2, 3886, 7688, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 사용 안되다 죽다,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 2613, 3135, 5886, 5782, 4244, 5782, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 고장 불량,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 993, 7178, 2485, 6035, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 안되다 불량,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 3135, 5886, 5782, 2485, 6035, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 잘 안되다 불량,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 3942, 3135, 5886, 5782, 2485, 6035, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 사용 안되다 불량,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 2613, 3135, 5886, 5782, 2485, 6035, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 사용 불가능 불량,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 2613, 2486, 2485, 6035, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 불량 고장,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 2485, 6035, 993, 7178, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 안되다 고장,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 3135, 5886, 5782, 993, 7178, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
공기청정기 잘 안되다 고장,공기청정기가 안되네요.,"[2, 1023, 5561, 7431, 7227, 5561, 3942, 3135, 5886, 5782, 993, 7178, 3]","[2, 1023, 5561, 7431, 7227, 5562, 3135, 5886, 5703, 54, 3]"
단말기터치 사용 안되다 고장,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2613, 3135, 5886, 5782, 993, 7178, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 사용 불가능 고장,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2613, 2486, 993, 7178, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 불량 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2485, 6035, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 고장 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 993, 7178, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 사용 불가능 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2613, 2486, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 불량 잘 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2485, 6035, 3942, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 고장 잘 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 993, 7178, 3942, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 사용 잘 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2613, 3942, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 불량 사용 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 2485, 6035, 2613, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
단말기터치 고장 사용 안되다,카드 인식이 안되네요.,"[2, 1589, 7609, 7483, 993, 7178, 2613, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
카드 사용 안되다 고장,카드 인식이 안되네요.,"[2, 4636, 2613, 3135, 5886, 5782, 993, 7178, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
카드 사용 불가능 고장,카드 인식이 안되네요.,"[2, 4636, 2613, 2486, 993, 7178, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
카드 불량 안되다,카드 인식이 안되네요.,"[2, 4636, 2485, 6035, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
카드 고장 안되다,카드 인식이 안되네요.,"[2, 4636, 993, 7178, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
카드 사용 불가능 안되다,카드 인식이 안되네요.,"[2, 4636, 2613, 2486, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
카드 불량 잘 안되다,카드 인식이 안되네요.,"[2, 4636, 2485, 6035, 3942, 3135, 5886, 5782, 3]","[2, 4636, 3781, 7096, 3135, 5886, 5703, 54, 3]"
