augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,607,?? ????? ??,??? ????????
BR,608,?? ?? ???? ?? ??,??? ??? ???? ?? ?
BR,609,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,610,?? ? ???,??? ?? ???? ????.
BR,611,?? ???? ?? ? ??,? ??? ???????
BR,612,??  ?  ?  ??,?? ??? ?? ? ???? ??? ?????
BR,613,?? ?? ?? ?? ??,??? ???? ??? ??
BR,614,?? ?? ? ???? ??,?? ??? ???? ??
BR,615,? ?,?? ??? ????
BR,616,?? ?? ? ??,?? ??? ? ???
BR,617,?? ?? ??? ?? ??,???? ? ??? ???? ???
BR,618,?? ??? ? ????,??? ??? ?? ??? ? ??
BR,619,??  ??  ?  ??,?? ??? ?? ?? ???? ??? ?????
BR,620,? ??,?? ?????.
BR,621,?? ?? ???,??? ????.
BR,622,?? ?? ?? ?? ? ??,???? ??? ??? ????
BR,623,??  ??  ??  ?  ??,?????? ???? ??? ??? ?? ????
BR,624,? ? ? ?? ?? ????,????? ??? ?????.
BR,625,?? ?? ?? ??,??? ??? ??? ????
BR,626,??? ? ????? ???,???? ?? ?? ?????.
BR,627,?  ??  ??  ??  ???  ?  ? ?? ??? ?? ???? ??,??? ????? ??? ????
BR,628,? ?? ???,?? ???
BR,629,??  ?????  ??  ??  ?  ? ?? ??? ?? ???? ??,??? ??? ??? ?????
BR,630,?? ?? ??? ??? ?? ??,??? ??? ??? ??
BR,631,??  ???  ?? ??  ??  ??  ??  ?,??????? ??? ??? ??? ????
BR,632,?? ??? ??,???? ????
BR,633,?  ??  ???  ??  ??  ? ?,????? ??? ??? ????
BR,634,?? ??? ??? ???,??? ?? ???? ???
BR,635,?? ??? ?? ??? ???,??? ??? ? ??? ???
BR,636,?  ??  ???  ??  ??  ?  ?? ??,????? ??? ??? ????
BR,637,?? ??? ???,??? ??? ???
BR,638,?? ?? ??? ???,?? ??? ?????
BR,639,?? ?? ?? ?? ???,??? ??? ??? ??? ????.
BR,640,??? ???? ??,???? ???????
BR,641,???? ?? ??,??? ????? ? ? ????
BR,642,??  1?  ??  ?,?1 ???? ??? ?????
BR,643,?? ???? ?? ?? ?,? ??? ?????.
BR,644,????  ???,???? ?????.
BR,645,?? ?? ? ???,????? ???
BR,646,? ?? ? ??? ?? ?,?? ?? ??? ???
BR,647,???  ??  ?  ??,??? ??? ?? ?? ??????
BR,648,?? ??,??? ?????
BR,649,?? ?? ???,??? ??? ??? ???
BR,650,? ??? ??,?? ????
BR,651,??  ??  ?,?? ??? ?? ?? ???? ??? ?????
BR,652,1? ?? ??,1??? ?? ??? ??????
BR,653,?? ? ??? ??,?? ??? ??
BR,654,?? ????? ??,??? ????????
BR,655,?? ?? ? ??? ??,??????? ?????.
BR,656,?? ?? ?,?? ??? ???????
BR,657,?? ?? ?? ??,??? ?????
BR,658,?? ???? ???,???? ???????
BR,659,???  ?? ?,???? ??? ?????
BR,660,??  ???  ?  ???  ?? ???  ??  ?,?? ???? ?? ??? ? Kg????
BR,661,??? ???? ???? ?? ? ??,?? ?? ????
BR,662,? ?? ?????,?? ???????
BR,663,? ?? ? ?? ? ???,????? ??? ?????.
BR,664,?? ?? ?? ???? ??,?? ???? ? ??? ???? ???
BR,665,?? ?? ?? ??,? ??? ?? ??
BR,666,? ?? ?,?? ??? ?? ???.
BR,667,?? ??,???? ???
BR,668,??? ?? ? ??? ?? ?,???? ?? ??? ???
BR,669,? ?? ??,?? ????
BR,670,?? ????,??? ????.
BR,671,?? ? ?? ???,????? ??? ???????
BR,672,?? ??,??? ????.
BR,673,?? ??? ? ????,??? ??? ?? ??? ? ??
BR,674,???  ?? ?? ???,???? ???????
BR,675,? ?? ? ???? ??,??????? ?????.
BR,676,??  ??,???? ??? ?????
BR,677,? ?? ??? ??,??? ????? ????. ?? ??? ? ???.
BR,678,? ?? ? ?? ?? ?? ???,????? ??? ???????
BR,679,? ?? ???,??? ????
BR,680,? ????? ??,?? ???????.
BR,681,??? ?? ?? 4,???? ?? ?? ???
BR,682,???  ?  ??,???? ??? ?????
BR,683,?? ? ?? ?,??? ??? ????
BR,684,??? ? ?? ?? ??? ???,??? ??? ??? ? ???
BR,685,? ? ? ? ?? ?? ???,????? ??? ?????.
BR,686,?? ?? ??? ???? ??? ????,??? ????? ???? ?? ??? ???
BR,687,?? ????? ?? ??,"??? ??????, ???? ??? ????"
BR,688,?? ?? ????,?? ?? ? ?????.
BR,689,?? ? ?? ? ????,????? ??? ?????.
BR,690,?? ?? ?? ???,?? ??? ?????
BR,691,?? ? ?? ?? ?? ???,?? ??? ?? ??? ??? ?? ??? ???.
BR,692,? ??? ?? -?,?? ???? ?? ??
BR,693,??? ??,? ??? ?? ??
BR,694,?? ? ?? ? ?? ??,??? ? ??? ?? ??? ?? ????
BR,695,???  ??  ?  ??,???? ??? ? ?? ?? ??????
BR,696,?? ?? ?? ? ???,?? ??? ????.
BR,697,?? ???? ??,??? ????.
BR,698,?? ?? ?? ???,??? ??? ???
BR,699,???? ? ?? ????,??????? ??? ?????.
BR,700,? ?? ??? ?? ? ??? ????,?? ??? ? ??? ??? ??? ??
BR,701,??? ? ?? ????,???? ??? ??? ??????
BR,702,???  ? ?? ??? ?? ???? ??  ?,??? ???? ??? ?????
BR,703,?? ?? ?? ???,?? ??? ????.
BR,704,??  ??  ??  ??  ??,?????? ??? ????
BR,705,?? ? ??,?? ?? ????
BR,706,?? ?? ? ??? ?? ?,??? ?? ??? ???
BR,707,?? ?? ?? ??,? ???? ??? ???
BR,708,?? ?? ? ?? ?? ???,?? ??? ?????.
BR,709,?? ?? ? ?? ?? ???,??????? ??? ?????.
BR,710,???? ?? ?? ?? ? ?? ??,??? ??? ??? ?? ??
BR,711,?? ???? ?? ? ???,??? ???? ?? ???
BR,712,?? ?? ? ?? ?? ???,??? ???? ??? ??? ???
BR,713,??  ??  ?  ?? ??  ?,???? ???? ??? ?????
BR,714,???  ??  ?  ??,???? ??? ? ?? ?? ??????
BR,715,?? ?? -? ?? ? ?? ?? ?? ???,???? ??? ??? ?? ??? ??
BR,716,? ?? ?? ???,?? ????.
BR,717,?? ???? ?? ???,?? ??? ??????.
BR,718,???  ???  ?  ??,??? ???? ??? ?????
BR,719,? ??,? ? ????.
BR,720,?? ?? 1?? ?,1?? ?? ?????.
BR,721,?? ?? ??,?? ??? ?? ? ???.
BR,722,??  ??  ??,??? ???? ??? ??? ??? ????
BR,723,??  ???  ???2  ?  ??,??? ???? ??? ?????
BR,724,? ??? ?,??? ???
BR,725,? ? ??  ??  ???  ?  ??,?? ??? ???? ??????
BR,726,? 10? ?,10? ?? ????.
BR,727,?? ?? ??,??? ?? ??
BR,728,? ?? ??,?? ??? ? ????
BR,729,?? ? ?? ???,?? ??? ?????
BR,730,?? ?? ??? ? ???,??? ?? ??? ?? ???
BR,731,? ? -? ?? ???,??? ?? ??
BR,732,?? ?? ?????,??? ???????.
BR,733,? ?? ??,??? ??? ????
BR,734,? ??,?? ???????
BR,735,?? ?? ? ?? ?? ???,??? ???? ??? ??? ???
BR,736,?? ?? ?? ???,??? ?? ?? ?? ? ??
BR,737,??  ??  ??  ?,?? ??? ?? ?? ??????
BR,738,??? ? ? ? ????,??? ? ???? ?? ?????.
BR,739,?? ? ?? ??? ??,?? ??? ?????
BR,740,??? ?? ?? ??,?? ?? ??? ???? ???
BR,741,?? ? ??,????? ??????
BR,742,?? ? ??,??? ?? ??
BR,743,??,??????.
BR,744,? ??,???? ??
BR,745,?? ??? ?? ??? ?? ?,? ??? ???? ?? ?? ??? ??
BR,746,?? ? ?? ???? ???,??? ???? ?? ???
BR,747,???  ??  ???  ??  ??  ?,????? ??? ?????
BR,748,???? ?? 4 ?? ????,????? ?? ?? 4?? ?????
BR,749,?? ?? ?? ??? ???,??? ?? ? ??? ???
BR,750,?? ?? ?? 9? ??,????? ?? 9?? ?????
BR,751,?? ??,??? ???? ???.
BR,752,?? ?,?????? ????.
BR,753,? ? ?? ???? ??,? ?? ??? ??? ? ??
BR,754,? ?? ?? ?? ???,???? ??? ??
BR,755,??  ? ?  ?,???? ??? ?????
BR,756,??  ??  ??  ?,?? ??? ?? ?? ???? ??? ?????
BR,757,?? ?? ??,??? ???????.
BR,758,??  ??  ??  ?,?????? ???? ??? ??? ?? ????
BR,759,?? ? ?? ?? ???,???? ?? ??? ???
BR,760,???  ??  ?? ???,??? ??? ?? ?? ??????
BR,761,?? ??? ?? ???,?? ?? ? ???? ??
BR,762,?? ??? ??,?????? ????
BR,763,??? ?? ??,??? ?????
BR,764,?? ? ?? ??? ??,? ??? ?? ???? ??? ?????
BR,765,?? ?? ? ?? ? ??,??? ????? ??? ?? ?????.
BR,766,?? ??? ???,?? ?? ??? ??
BR,767,?? ?? ??,??? ????????
BR,768,?? ?? ?? ?? ???,?? ??? ????.
BR,769,?? ? ??? ???? ???,??? ??? ??? ? ???.
BR,770,??,?????.
BR,771,?? ?? ?? ???,?? ??? ???
BR,772,?? ????,??? ?? ??
BR,773,?? ?? ??,??? ????.
BR,774,???  ??  ?,???? ??? ? ?? ?? ??????
BR,775,?? ? ??? ??,?????? ????
BR,776,???? 0 ??? ?? ??,??? ?? ???? ??? ????.
BR,777,?? ?? ??,??? ?????
BR,778,?? ?? ?? ????,?? ??? ???????
BR,779,??,??? ??? ?? ???
BR,780,? ?  ??  ?  ??,?? ??? ?? ?? ???? ??? ?????
BR,781,? ??,?? ?????????
BR,782,? ?? ? ? ?? ???,????? ??? ?????.
BR,783,?? ?? ??,??? ??? ? ? ????.
BR,784,? ?? ????,?? ??? ???????
BR,785,??? ?? ?? ????,??? ????? ????
BR,786,? ??? ????? ??,??? ???????.
BR,787,??? ?? ?? ????? ???,???? ??? ?? ?????.
BR,788,?? ? ??? ?? ??? ??,??? ? ??? ??? ??? ????
BR,789,?? ???,??? ???????
BR,790,? ?? ? ?? ???,????? ??? ?????.
BR,791,??? ? ???? ???? ???? ?? ??? ??,?? ?? ??? ????
BR,792,?? ??? ???? ?? ??? ??,???? ????
BR,793,?? ? ??,???? ??? ???.
BR,794,?? ?? ? ? ?? ????,??????? ??? ?????.
BR,795,???  ?  ?,??? ?? ?? ?? ??????
BR,796,?? ????? ??? ??? ?? ?? ???,??? ?? ?? ? ???.
BR,797,?? ??  ???  ??  ??  ??  ??,??????? ??? ??? ??? ????
BR,798,? ?? ?,? ???
BR,799,???? ???? ?? ?? ???,?? ?? ???? ??
BR,800,?? ?????,??? ???????.
BR,801,?? ??,??? ????????
BR,802,??? ?,??????
BR,803,?? ?? ?? ?? -? ??,??? ????? ???
BR,804,? ? ?? ?? ????,? ??? ???????
BR,805,? ?? ???,?? ?????
BR,806,?? ?? ?????,??? ???????.
BR,807,?? 10?,10? ?? ?????.
BR,808,? ?? -? ?? ?? ??,? ?? ?? ???? ?? ???
BR,809,?? ?? ?? ??,???? ??? ????
BR,810,?? ? ??? ???,??????? ???????
BR,811,?? ?? ??,??? ?? ??
BR,812,?? ??? ?? ??? ?? ??,???? ??? ??? ????
BR,813,???  ??  ??  ?,??? ??? ?? ?? ??????
BR,814,? ??  ??  ??  ???  ?  ???  ??,?? ?? ???? ??? ??? ? ????
BR,815,??  ???  ?? ???  ??  ?,?? ???? ?? ??? ? Kg????
BR,816,?? ??? ??? ??,"???, ????"
BR,817,?? ??? ???? ?? ?? ????,??? ??? ???????
BR,818,?? ?? ??,?????? ????
BR,819,? ?? ? ?? ??,??? ??? ??? ????
BR,820,? ?? ? ?? ?? ???,? ??? ???????
BR,821,?? ? ? ???,????? ??? ?????.
BR,822,? ?? ?? ??? ??,?? ??? ???. ??? ?????.
BR,823,? ?? ? ?? ?? ????,? ??? ?????.
BR,824,?? ?? ?? ? ????,??? ???? ???? ??? ???.
BR,825,? ?? ? ?? ??,????? ??? ?????.
BR,826,?? ????,???? ???????
BR,827,? ??? ?? ??? ???? ????,? ??? ??? ?? ??? ????
BR,828,??  ??  ??  ?,?? ? ??? ?? ? ?? ?? ??????
BR,829,? ??? ?? ???,??? ??? ???
BR,830,?? ? ?? ??,? ?? ?? ??
BR,831,?? ? ?? ???,????? ??? ?????.
BR,832,?? ??? ? ?? ? ??,????? ??? ?????.
BR,833,?? ???? ?? ????,??? ????
BR,834,? ??? ? ???,?? ???? ?? ???
BR,835,?? ?? ?? ????,??? ????? ????
BR,836,?? ? ?? ???,?? ??? ?????.
BR,837,?? ?? ? ???? ???,??? ?? ???? ??
BR,838,?? ??? ??,??? ??? ??
BR,839,?? ?? ? ????,????? ??? ?????.
BR,840,??  ???  ? ?,??? ???? ??? ?????
BR,841,??,??????.
BR,842,?? ?? ?? ??? ???,??? ?? ? ??? ???
BR,843,?? ?? ? ????,?? ??? ???????
BR,844,?? ??,?????? ????.
BR,845,?? ? ?? ??? ??? ?? ???,???? ?? ???? ?? ??? ?? ??? ????
BR,846,? ??? ? ??? -?,?? ??? ??? ??
BR,847,?? ?? ?? ?? ?? ?? ?? ??,??? ?? ??? ??? ?? ??? ??? ???
BR,848,??? ?? ??,???? ????.
BR,849,??  2?  ?  ?? ?,?2 ???? ??? ?????
BR,850,?? ?? ??? ??,?? ??? ????.
BR,851,?? ?? ? ???,??? ?????
BR,852,??? ??,????? ?? ??????
BR,853,?? ?? ?? ??,?? ?? ??? ??????
BR,854,?? ?? ?? ?? ?? ?? ??,?? ??? ?? ?? ??? ??
BR,855,?? ? ?? ??,? ?? ?? ??
BR,856,? ?? ?? ?? ???,? ??? ???????
BR,857,?  ???  ??,???? ??? ??? ??? ?????
BR,858,? ?? ?? ?? ?? ?? ??? ??,? ?? ?? ???? ??? ????
BR,859,?? ?? ? ???,?? ??? ?????
BR,860,? ????,?? ????.
BR,861,? ??,?? ??? ????
BR,862,? ???? ?? ??,?? ?? ???? ??? ??
BR,863,? ?? ?? ??,??? ?? ??
BR,864,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,865,?? ???,??? ???.
BR,866,?? ??,??? ????.
BR,867,?? ?? ? ? ???,???? ?? ??? ???
BR,868,?? ??? ??,??? ????.
BR,869,??? ?? ???? ?? ?? ? 2?,???? ??? ??? ??? ????
BR,870,?? ?? ?? ??? ???,??? ??? ??? ? ???
BR,871,??? ?? ??,?? ??? ??? ? ?? ??
BR,872,?? ?? ??? ? ?? ??,??? ?? ?? ??? ??
BR,873,??? ????? ??? ??,???? ???? ?????.
BR,874,?  ??  ???  ??  ??  ?  ??,????? ??? ??? ????
BR,875,??  ?  ??,???? ??? ?????
BR,876,??? ?? ???? ??? ??,???? ??? ???? ??? ??
BR,877,? ?? ?? ?? ?? ???,? ?? ?? ???? ??? ????
BR,878,??  ???  ?? ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,879,? ? ?? ???,?? ?? ??? ?? ??
BR,880,?  ??  ??  ??  ???  ?,??? ????? ??? ????
BR,881,? ?? ? ???,?? ????.
BR,882,? ??? ???,?? ?? ?????.
BR,883,?? ?? ?? ?? ?? ??,?? ??? ?? ??? ????
BR,884,??? ???? ??? ??? ??,???? ?? ???? ?? ???
BR,885,?? ?? ??? ???,??? ????.
BR,886,T ??? ? ?? ??,????? ??? ???????
BR,887,??  ???  ?? ??  ??  ??  ??,??????? ??? ??? ??? ????
BR,888,? ?? ???,??? ???
BR,889,? ?? ?? ??,?? ??? ???? ?? ??
BR,890,?? ? ?,?? ??
BR,891,??  ???  ???  ? ?  ?,??? ???? ??? ?????
BR,892,??  ??  ?  ? ?? ??? ?? ???? ??  ?,???? ???? ??? ?????
BR,893,? ??? ???? ??,??? ???????.
BR,894,? ?? ? ? ??,????? ??? ?????.
BR,895,?? ?? ?? ??? ??,?? ??? ????.
BR,896,? ? ??,? ?? ??? ????.
BR,897,?? ??,??? ?? ??
BR,898,?? ????,??? ????.
BR,899,? ?? ?? ?? ??? ??,??? ??? ???. ??? ?????.
BR,900,???? ? ?? ? ????,??????? ??? ?????.
BR,901,? ? ????,? ?? ????? ??.
BR,902,?? ???,??? ????.
BR,903,??? ?? ? ?? ,???? ?? ??? ????.
BR,904,?? ?? ??,???? ???????
BR,905,?? ???? ? ?? ????,? ??? ?????.
BR,906,?? ?? ?? ? ???,??? ?? ?????? ???
BR,907,?? ??,?? ????.
BR,908,?? ? ??,??? ??? ??? ????
BR,909,??  ??  ??,???? ???? ??? ?????
BR,910,??? ?? ???,??? ???????
BR,911,? ?? ? ?? ??,?? ??? ??? ??
BR,912,? ?? ?? ???,? ?? ?? ??? ??? ????
BR,913,?,???
BR,914,?? ? ???? ??? ?? ??? ? ? ? ? ? ?? ?? ??,?? ???? ??? ??????? ???? ??? ???????.
BR,915,?? ?? ??? ??,??? ??? ??? ????
BR,916,??  ??  ?? ??,??? ???? ??? ??? ??? ????
BR,917,???  ?? ??  ??  ?,???? ??? ? ?? ?? ??????
BR,918,?? ?? ?? ??? ??? ? ???,???? ??? ???? ?? ??? ?? ??? ???
BR,919,????2  ???  ??,????? ???? ?? ? ?????
BR,920,? ?? ???,???? ???
BR,921,?? ?? ? ??? ??,?? ??? ?? ??? ???
BR,922,?? ?? ? ??? ??? ??,??? ??? ??? ??? ???
BR,923,?? ?? ??? ??,?? ?? ???? ????
BR,924,? ? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,925,?? ??? ?? ???,??? ???? ??? ???
BR,926,?? ?? ? ?? ,??? ?? ??? ????.
BR,927,?? ? ?? ???,?? ??? ?????.
BR,928,? ?? ???,??? ?????.
BR,929,?? ? ?? ??? ??? ?? ???,???? ?? ???? ?? ??? ?? ??? ????
BR,930,?? ? ??? ?? ??,??? ?? ?? ?? ??? ???.
BR,931,??? ?? ??? ??,?? ?? ???? ???? ???
BR,932,? ?? ??,??? ???? ????.
BR,933,?? ?? ?,??? ??? ????
BR,934,?? ?? ?? ??? ???? ??,????? ??? ????? ???? ????
BR,935,??  ??  ??  ?,???? ??? ?????
BR,936,?  ???1  ??  ?,??? ??? ????
BR,937,? ?? ? ??,?? ??? ?? ??
BR,938,?? ?? ?? ?? ???? ??,??? ???? ??? ????
BR,939,?? ?? ??,?? ??????
BR,940,?? ????? ??,??? ????????
BR,941,?? ? ?? ?,????? ??? ?????.
BR,942,?? ?? ??,??? ???.
BR,943,??? ??? ?? ??? ???? ??,????? ???? ????? ???? ????
BR,944,??  ??  ??,?? ???? ??? ?????
BR,945,?? ?? ???,??? ?? ???
BR,946,?? ?? ? ?? ?? ?? 3 ???,??? ???? ?? ? ??? ????
BR,947,?? ??? ?? ??,???? ???? ???? ???
BR,948,?? ?? ??? ??? ?? ??,??? ??? ?? ??? ????
BR,949,? ?? ??,?? ????.
BR,950,???  ??,???? ??? ?????
BR,951,? ? ? ??? ??,?? ?? ???? ???
BR,952,?? ?? ??? -? ?? ?? ??,?? ?? ??? ???? ?? ???
BR,953,? ?? ?,? ?? ??? ????.
BR,954,? ? ??? ????,?? ?? ? ??? ??? ??? ??
BR,955,? ???? ???,??? ???????
BR,956,??  ?? ??,???? ???? ??? ?????
BR,957,?? ? ?? ??? ??? ??,??? ?? ??? ??? ???
BR,958,?? ?? ??,??? ??? ??? ??
BR,959,?? ? ?? ????,?? ??? ?????.
BR,960,??,??? ??? ????
BR,961,?? ?? ?? ?? ???,??? ???? ??? ???
BR,962,?? ? ?? ?? ??,??? ??? ??
BR,963,?? ?? ??,??? ???????.
BR,964,??? ?? ??,???? ??? ? ????
BR,965,?? ?? ?? ??? ???? ???,??? ??? ???? ??
BR,966,?? ?? ??,?? ??????
BR,967,? ??,?? ???
BR,968,??,?? ?? ????
BR,969,?  ??,??? ??? ?????
BR,970,? ? ?,?? ?? ?? ???.
BR,971,???  ??  ??  ?,??? ??? ?? ?? ??????
BR,972,?? ? ?? ?? ?? ?? ???? ?? ?? ??,??? ? ??? ??
BR,973,??  ???  ?  ??  ??  ??  ?,?????? ??? ??? ??? ????
BR,974,?? ? ??,??? ?? ?? ???? ???.
BR,975,T ??? ? ?? ??,????? ??? ?????.
BR,976,?? ?? ?? ?? ?? 3 ???,??? ???? ?? ? ??? ????
BR,977,??? ???? ?? ??? ? ????,????? ??? ?????.
BR,978,? ? ?????,???? ???????.
BR,979,? ? ?? ???,? ?? ??? ? ??
BR,980,? ?? ???,???? ???
BR,981,?? ? ?? ??,??? ???? ? ???????
BR,982,?? ?? ? ???,?? ??? ????.
BR,983,??  ???  ?? ??  ??  ??  ??,??????? ??? ??? ??? ????
BR,984,?? ????? ??,??? ???????.
BR,985,?? ?? ??,??? ?? ??
BR,986,? ??? ?? ???,?? ?? ?? ? ???.
BR,987,?? ? ??,??? ?? ??
BR,988,?? ? ?? ?,??? ??? ????
BR,989,?? ?? ? ?,?? ??? ?????
BR,990,?? ?,??? ??? ????
BR,991,? ?,?? ?? ???.
BR,992,?? ?? ?? ??,???? ???? ??? ??? ? ???
BR,993,?? ?? ??,? ??? ?? ??
BR,994,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,995,? ?? ?? ??,?? ??? ???? ?? ??
BR,996,?? ?? ??? ? ???? ? ??,??? ?? ?? ??? ??
BR,997,?? ?? ?? ???? ??,??? ???????. ???? ? ?????
BR,998,?? ?? ?? ??? ??,??? ??? ???. ??? ?????.
BR,999,?? ?? ??? ??,?? ??? ????.
BR,1000,?? ?? ???,??? ??? ????
BR,1001,??? ? ?? ??? ????,??? ?? ??? ???? ??????.
BR,1002,?? ? ? ? ????,??? ???? ??? ??????.
BR,1003,?? ??? -? ?? ?? ??,?? ?? ??? ???? ?? ???
BR,1004,?? ?? ??? ???,??? ??? ?? ??? ?? ?? ???
BR,1005,T ??? ? ??? ??,??????? ???????
BR,1006,?? ?? ?? ?? ???? ??,??? ???? ??? ????
BR,1007,?? ?? ? ?? ????,??????? ??? ???????
BR,1008,?? ?? ?? ? ??,??? ??? ????
BR,1009,?? ?? ? ??,?????? ????
BR,1010,?? ? ?? ? ?? ????,????? ??? ?????.
BR,1011,?? ? ????? ???,???? ??? ?????
BR,1012,?? ???? ????,?? ?? ? ? ?????.
BR,1013,?? ?? ?? ?? ?? ??,???? ??? ??? ????
BR,1014,?? ??? ????,?????? ????.
BR,1015,?? ??,??? ??????.
BR,1016,? ?? ?? -?,?? ??? ?? ??
BR,1017,? ??? ?? -?,?? ???? ?? ??
BR,1018,?? ??? ??,? ??? ??? ??
BR,1019,?? ??,??? ??? ????
BR,1020,?? ?? ?,??? ??? ????
BR,1021,? ? ??? -?,?? ?? ??? ??
BR,1022,? ?,?? ?? ???.
BR,1023,??? ???? ?? ??? ???? ??,????? ????? ????? ???? ????
BR,1024,? ?? ? ?? ?? ?,?? ?? ?? ???
BR,1025,?? ?? ? ??,??? ?? ??
BR,1026,?? ? ?? ??,??? ??? ???
BR,1027,???? ? ? ??,??????? ?????.
BR,1028,?? ?? ? ?? ???,?? ??? ?????.
BR,1029,? ? ?? ? ?? ?? ???,?? ?? ?? ??? ?? ??
BR,1030,? ?? ?? ????,? ??? ???????
BR,1031,?? ?? ???,????? ???
BR,1032,? ? ? ??? ??,??????? ???????
BR,1033,?? ?? ??,??? ?? ??
BR,1034,?  ??  ???  ?  ? ?? ??? ?? ???? ??,?????? ??? ??????
BR,1035,? ?? ? ?? ??? ??,?? ??? ?? ????.
BR,1036,? ?? ?? ??? ? ???,?? ??? ?? ?? ?? ??
BR,1037,??? ?? ??? ?? ???? ???,???? ???? ???? ???? ??
BR,1038,?? ?? ?? ?? ??,??? ??? ??? ????
BR,1039,??  ??  ???  ??  ????  ?  ? ?? ??? ?? ???? ??,??? ???? ??? ?????
BR,1040,?? ? ?? ?? ??? ? ?? ???,??? ?? ???? ??? ??? ???
BR,1041,? ???,?? ???
BR,1042,?? ??? ? ? ?? ?? ???,????? ??? ?????.
BR,1043,?? ?? ????,?? ??? ???????
BR,1044,?? ?? ??? ? ?? ?? ?? ??,??? ?? ??? ??? ??
BR,1045,?? ? ??,??? ??? ????
BR,1046,? ??? ? ?? ? ?? ?? ???,?? ??? ?? ??? ?? ??
BR,1047,??? ?? ???,???? ??? ???
BR,1048,?? ?? ??,??? ???????
BR,1049,?? ??,?? ??????
BR,1050,??  ??  ??,????? ?????. ??? ?? ????
BR,1051,? ? ?? ? ???,??? ?????
BR,1052,?? ??,??? ?????
BR,1053,??  ??  ???  ?  ??,??? ???? ??? ?????
BR,1054,? ?? ?? ?? ????,? ??? ???????
BR,1055,??  ??  ???  ?,?? ???? ??? ?????
BR,1056,?? ??,??? ?????
BR,1057,?? ??,??? ????.
BR,1058,??  ?,?? ???? ??? ?????
BR,1059,?? ?? ? ?? ?? ???,??? ???? ??? ??? ???
BR,1060,??  ??  ??  ??  ??,????? ???? ????.
BR,1061,?? ?? ?? ? ?,??? ??? ????
BR,1062,?? ?? ??,??? ??? ??
BR,1063,?? ?? ?? ???,??? ?? ???.
BR,1064,?? ?? ?,??? ??????.
BR,1065,?? ?? ? ?? ? ??,???? ??? ??? ????
BR,1066,?? ? ??? ? ?? ??,??? ??? ?????.
BR,1067,??? ? ??? ?? ?? ??,???? ?? ??? ??? ??
BR,1068,? ?? ??,? ??? ?????.
BR,1069,??,?. ?????.
BR,1070,? ? ????? ??,??? ???????
BR,1071,?? ?? ?? ???? ???,??? ??? ???? ??
BR,1072,? ?? ??? ????,?? ??? ? ??? ??? ??? ??
BR,1073,??  ???  ?  ??  ?,?? ???? ? ??? ? Kg????
BR,1074,?? ??? ??,? ??? ??? ??
BR,1075,??? ?? ?? ??,??? ?? ??? ??
BR,1076,?  ???  ?,???? ??? ?? ??? ?????
BR,1077,?  ??  ??,?? ???? ??? ??? ??? ????
BR,1078,??? ??,???? ???????.
BR,1079,?? ?? ? ??,?? ??? ??????
BR,1080,? 1?,1?? ????.
BR,1081,?? ? ?? ????,????? ??? ?????.
BR,1082,? ?? ??,? ??? ??????
BR,1083,? ?? ?? -?? ?? ??,????? ??? ??
BR,1084,??? ???? ?? ??? ? ? ?? ??,???? ?? ????
BR,1085,?? ?? ??,??? ???????.
BR,1086,?? ? ?? ??,??? ???  ? ? ????
BR,1087,??? ?? ?? ???? ??,??? ???????.
BR,1088,?? ?? ?? ??,? ?? ??? ??? ?? ????
BR,1089,?? ? ??? ??? ??,??? ?? ??? ??? ???
BR,1090,?? ?? ?? ???,??? ???
BR,1091,?? ?? ? ??? ?? ???,??? ??? ??? ?? ???
BR,1092,?? ?? ??,??? ?? ??
BR,1093,?? ?? ?? ??,??? ????.
BR,1094,??? ?? ?? 4,???? ?? ?? ???
BR,1095,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,1096,?? ??,?? ??
BR,1097,???  ??,???? ??? ?????
BR,1098,? ??,?? ??? ????
BR,1099,?  ??  ???  ??  ???  ?  ??,????? ???? ??? ????
BR,1100,? ????? ??,?? ?? ???.
BR,1101,?? ??,??? ??
BR,1102,?? ?? ? ???,??? ??? ????.
BR,1103,?? ? ?? ???? ??,??? ??? ???? ???? ????
BR,1104,???? ?? ? ?? ?? ??? ? ?? ???,??? ?? ???? ??? ??? ???
BR,1105,?? ?? ?? 9? ??,????? ?? 9?? ?????
BR,1106,?  ???  ? ?,???? ??? ?? ??? ?????
BR,1107,?? ?? ??? ? ???,??? ?? ??? ?? ???
BR,1108,???? ?? ?? ? ?? ??,??? ??? ??? ?? ??
BR,1109,??? ??? ?? ???,???? ???? ????.
BR,1110,?? ??,??? ???? ???.
BR,1111,? ? ??? ??,???? ??? ??
BR,1112,?? ?? ?? ???,???? ??? ??. ??? ?? ?? ? ???.
BR,1113,?? ?? ??,??? ???????.
BR,1114,?? ? ??,??? ??? ????
BR,1115,?? -?? ?? ?? ?? ???,???? ??? ?? ??
BR,1116,?? ?? ?? ?? ?,?? ?? ??? ????.
