gloss,spoken
누가 간 살인 피 흐르다,어떤 사람이 간에 찔려서 피를 많이 흘리고 있어요.
불행 기억 지나다 새롭다 시작,불행했던 기억은 지나고 다시 시작해봅시다
시내 버스 곳 내리다 맞다,시내버스정류장에서 내려드릴까요?
공항 버스 보다 곳 전 내리다,공항버스정류장 못가서 내려주세요.
보물 실종,보물을 잃어버렸습니다.
지갑 실종 잃어버리다,지갑을 분실하였습니다.
남 지역 전 곳 저기 도착 내리다,남부정류장 못가서 내려주세요.
친구 오다 기다리다 되다,친구가 오기를 기다려야 한다
무엇,어느 것?
버스 곳 다음 여기,버스정거장 지나서 내려주세요.
저기 방 안에 사람 있다,거기에 누군가가있다
오늘 도움 받다 중에 행복,지금 도움을 받고 있어서 행복하다
짐 많다 하루 갚다 가능 불가능,그 많은 짐을 하루만에 갚는건 불가능해
언니 생일 들다,언니의 생일을 들었다
누가 총 엄지손가락,어떤 사람이 총을 맞았어요.
잘 도,잘 도해
배 아프다,복통이 심해요
버스 곳 전 보다 차내리다,버스승차장 못가서 내려주세요.
3 가다 원하다 곳 방법,3번 출구로 나가려면 어떻게 해야 하나요?
버스 곳 전 보다 내리다,버스정거장 못가서 내려주세요.
가톨릭 곳 다니다,성당에 다니다
심하다 바람 부르다,폭풍을 불러드릴까요?
사람 각각 모양 다르다,사람들은 각각 모양이 다르다
승리하다 몇분,승리하려면 몇 분 남았을까요?
아시아  항공  표  어디  곳,아시아나항공 카운터는 어디에 있습니까?
설명 사용 잘 안되다,설명이 안되나요?
돕다상대방 필요하다,도와줄까
가을 지나다 세상 노랗다 변하다,가을이 지나면 온 세상이 노랗다
공항 곳 가다,김포공항으로 가볼까요?
목소리 실종,목소리를 잃어버리셨나요?
발 사랑 발바닥,사랑을 접질렀어요.
물건  생각  어디  곳,물건을 생각해서 붙이고 싶은데 어디서 하나요?
병 나다 금지 풀다 불가능,이 병은 해제가 불가능하다
병원 다음 내리다,병원 지나서 내려주세요.
나이 병원 방송 부탁,세브란스 병원 진료 방송을 해주세요.
새벽 가다 엄마 계시다 아니다,새벽에 와보니 엄마가 안 계셨다
애인 무엇 궁금하다,애인이 뭐하는지 궁금하다
반지 보다 원보다 돈 얼마,반지를 보고 싶은데 가격이 얼마나 되나요
대 저기 곳,대 단지 안으로 들어갈까요?
날 춥다 따뜻하다 울다 가다,날이 추우니 따뜻하게 울고 가
목을 자르는 동작 숨 실종 잃어버리다,목숨을 잃어버렸습니다.
물건  포장  어느 시간,물건을 포장해서 붙이고 싶은데 언제서 하나요?
소  돼지  키우다  검사  요리  어디  곳,축산관계자 요리는 어디서 하나요?
나이 병원 대신 행하다 부탁,세브란스 병원 진료 대행을 해주세요.
성향,성향이 달라서 많이 싸웠다
아빠 아버지 때 아들 시골 보내다,아빠는 아버지이면 아들을 시골에 보냈다
손바닥찍다 차내리다 가다,이 주소로 갈까요?
너무 기쁘다 눈물 흘리다,너무 기뻐서 눈물이 흘렀다
배고프다 일 없다,배고파서 일이 없다
별 보다 차내리다,별이 보이면 내려드릴까요?
미소 없다 잃어버리다,미소를 잃어버리셨나요?
뜻 공부 가다,과학 단지 안으로 가주세요.
와이파이2  빌리다  여기  곳,와이파이를 여기에서 빌릴 수 있습니까?
식사 늦다,식사시간에 늦으셨나요?
단말기터치 안되다 죽다,카드 인식이 안되나요?
일 너무 힘들다,근무가 너무 힘들다
읽다 집 너무 넓다 혼자 밤 무섭다,도서관이 혼자 쓰기에 너무 넓어서 밤에는 무섭다
밤 저기 곳 다음 도착 내리다,밤 지나서 내려드릴까요?
짜장 찍다 가다,짜장면 찍으러 갈래
서울대학교 찾다 목적 길 가다 방법,서울대학교에 어떻게 가나요?
토끼 집 지키다 유명하다,토끼는 집을 잘 지키는 동물로 알려져 있다
역사  곳  어디,역사 승강장은 어디에 있습니까?
아이 실종 찾다 도움받다,아이를 잃어버렸습니다. 도와주세요.
에어컨 사용 불가능 고장,에어컨이 안되나요?
사람  항공  가깝다  곳  어디,공항 주변에 사람은 어디있나요?
서울  길  어디  곳,서울 시내로 가는 길 승강장은 어디에 있습니까?
택시 여기 되다,여기에서 택시를 탈 수 있습니다.
건강 위하다 노력 필요,건강을 위해 노력해야 한다
항공  배달  어디  지역,공항 내 택배를 보낼 수 있는 지역이 어디입니까?
서울역 올라가다 목적 지하철 갈아타다 몇호,서울역으로 올라가려면 몇호선으로 갈아타야 하나요?
송파 지하철 가다 목적 무엇,송파역까지 어떻게 가나요?
버스 곳 다음 차내리다,버스정류장 지나서 내려주세요.
가방  비행기  안  가지다  사용  한계  몇,기내 수하물의 사용 한도는 몇 Kg인가요?
아기 갑자기 토하다,갓난아이가 갑자기 토해요.
배신 했었다 과거 잊다 살다 노력,배신했던 과거는 잊고 살려한다
지갑 잃어버리다 찾다 방법,"지갑을 잃어버렸는데, 분실물은 어디서 찾나요?"
자동  문열다  채팅  싶다  신고  곳  어디,자동채팅신고를 하려고 하는데 어디서 하나요?
여행  동맹  가입  곳,여행자동맹을 가입하고 싶은데 어디서 하면 되나요?
의식 실종 없다,의식을 잃어버렸습니다.
모두 행동 쉽다 아니다,모든 행동이 쉽게 이루어지지 않는다
목소리 찾다 실종,목소리를 잃어버렸습니다.
글자 쓰다 모습 읽다 어렵다,글씨모양을 제대로 읽을 수 없어서 어려웠다
중 사이 전 저기 도착 내리다,중간정류장 못가서 내려주세요.
중앙 전 곳 보다 차내리다,중앙정류장 못가서 내려주세요.
포기,포기하다
비행기  안  손톱깍이  가지다  가능,손톱깍이를 기내에 가져갈 수 있나요?
상대방 술 마시다 때문에 고생,상대방이 술을 마시기 때문에 힘들다
물건  말  어디,물건을 말해서 붙이고 싶은데 어디서 하나요?
건너다 차두다,반대편에서 내려드릴까요?
계획 끝 꿈 오늘 시작,계획했던 꿈을 실천했다
나 -보다 일 잘하다 질투,나보다 잘하니까 질투난다
집 계시다 누구,댁에 누구 계셔
대로 다음,큰 길 지나서 내려주세요.
아기 닮다 오다,아기를 닮을것 같아요.
나사렛,나사렛대학교에서 내려드릴까요?
책임 일꼿책임 일다책임 일,임무를 매주세요.
사람 물건 무겁다 깔리다,인간이 무거운 물건에 깔렸어요.
중요 잊다 하지마,중요하니까 잊지마
이틀 먹다 아니다 배고프다 아니다 이상하다,이틀을 굶었는데도 이상하게 배가 고프지 않았다
카페  무엇  곳,커피숍은 무엇에 있습니까?
우리 둘 곳 같다,우리는 같은 곳에 다닌다
한숨 끝 쉬다 원하다,한숨을 빨리 끝내고 쉬고 싶어
만나다 누구,누구를 만나
짐  무게  초과  추가  돈주다  곳  어디,추가 수하물 요금은 어디에서 지불합니까?
기 들어 올리는 것을 나타내는 동작 1호 되다,거기서 1호선을 탈 수 있나요?
불행 기억 잊다 새롭다 시작,불행했던 기억은 잊고 다시 출발해봅시다
언니 가슴 너무 작다,언니는 가슴이 유난히 작다
좋다 일 있다 아마,좋은 일이 생길거야
호텔  항공  가깝다  곳  무엇,공항 주변에 호텔은 무엇있나요?
한국농아인협회 목적,한국농아인협회로 가주세요.
기차 추락,기차가 추락하고 있어요.
경찰  문열다  출입  싶다  신고  곳,경찰출입신고를 하려고 하는데 어디서 하나요?
심장 느낌 시원,심장이 시원하다
나무 이용 만들다 세상 벌레 많다,나무로 만든 세상은 벌레가 많다
말,말했나요?
택시 기본 만원,기본 요금은 만원입니다.
여의도 무엇 방법,여의도로 가려면 어떻게 가나요?
단말기터치 불량 사용 안되다,카드가 인식되지 않습니다.
설명 다시,다시 설명해드릴까요?
저기 곁 안에 사람 있다,저곁에 사람이 있어
파리바게트 다음 저기 곳 차내리다,파리바게트 지나서 내려주세요.
미리 카드,사전 승인하겠습니다.
자동  문열다  화  싶다  신고  곳,자동화신고를 하려고 하는데 어디서 하나요?
서대문농아인복지관 목적,서대문농아인복지관으로 가주세요.
아내 아기 낳다 4,아내가 아이 넷을 낳았다
물건  포장  어디,물건을 포장해서 붙이고 싶은데 어디서 하나요?
불 물건  충전  네모  비행기  안  가지다  가능,연료 보조 배터리를 기내에 가져갈 수 있나요?
종합 지하철 9호 갈아타다 방법,종합터미널에서 9호선으로 갈아타려면 어디로 가야하나요?
중 사이 곳 저기 다음 도착 차내리다,중간정류장 지나서 내려드릴까요?
맞다 무엇,뭘맞아
있다,있습니다.
기억 잃어버리다,기억을 잃어버렸습니다.
학교 보다 차내리다,학교에 들러주세요.
영등포 길 찾다 길 가다 방법,영등포까지 어떻게 가나요?
에어컨 사용 불가능 안되다,에어컨이 안되네요.
아버지 놀다 곳 실종,아버지를 공원에서 잃어버렸어요.
조금 곳 다음 여기,조금 지나서 내려주세요.
ㅈ 오늘  어디  곳,지금은 어디에 있습니까?
1시간 기다리다 오다 강하다,1시간 기다렸는데 왜 안와
버스 전 저기 곳,버스정류장 못가서 내려주세요.
서울농아인협회 차내리다,서울농아인협회에서 내려드릴까요?
차  빌리다  여기,렌트카를 빌리는 곳은 여기에 있습니까?
누나 동생 심부름 시키다 나중 보내다,누나가 동생을 나중에 심부름을 보냈다
나 세상 무섭다,나는 세상이 무섭다
항공  배달  분,공항 내 택배를 보낼 수 있는 분이 어디입니까?
보물 곳 무엇,보물이 어디에 있나요?
불편하다,불편합니다.
재능 있다,재능이 있으세요?
계절 바람 끝 봄 빨리 다가오다,가을이 끝나면 봄이 온다
자기 몸 자연히 괜찮다 아마,혼자이면 괜찮겠지
나무 가지 이용 꽃 만들다,나뭇가지로 꽃을 만들다
여행  정보  묻다  무엇,관광안내소는 무엇에 있습니까?
여행  보험  가입  어디  곳,여행자보험을 가입하고 싶은데 어디서 하면 되나요?
가다 곳 맞다,가는 곳이 맞나요?
파랑 새 어디 길,파랑새는 어디에 있나요?
말하다 1시간 전,1시간 내로 말하나요?
캐리어  주사위  어디,캐리어 주사위를 재는 곳은 어디인가요?
여자 아기 자다 얼굴 보다 행복 얼굴 모습,그녀는 잠든 아이의 얼굴을 보고 행복한 표정를 지었다
멀리 오다 참 많다,먼길 오느라 참 많았어
버스 전 버스 곳 차내리다,버스 전 버스정류장 앞에 세워주세요.
한국  항공  표  그 곳  곳,대한항공 카운터는 저쪽에 있습니까?
선생님 십자가 집 장소 데려가다,선생님이 교회에 데려다 주셨다
선생님 나 책 가르치다,선생님이 나에게 책을 가르쳐주셨다
남자 아기 1 가르치다 10 이해 가능,남자애는 하나를 가르치면 열을 알았다
아프다 원인 대 입원,아파서 대에 입원했다
손바닥찍다 곳,이 주소로 이동하십시오.
명동 차내리다,명동역으로 갈까요?
자신 잃어버리다,자신을 잃어버리셨나요?
보통 느끼다 대하여 말하다,평소에 어떻게 느끼는지 말해줘
상자 없다 잃어버리다,상자를 분실하였습니다.
정보  모으다  중,정보를 모으고있습니다.
밖 싸움 성 부르다 부탁,밖에 싸움이 났어요. 성을 불러주세요.
고속터미널 목적 가다,고속버스터미널로 가주세요.
지름길 가다 내리다,지름길로 가주세요.
ㅈ 세계 곳 길,지구는 어디에 있나요?
영등포 길 곳 방법 무엇,영등포로 가려면 어떻게 가나요?
버스 곳 다음 내리다,버스정거장 지나서 내려드릴까요?
단말기터치 잘 안되다 죽다,카드가 인식되지 않습니까?
돈,돈을 주세요.
매우 밭 내리다 가다,대전대학교로 갈까요?
여행  보험  가입  여기,여행자보험을 가입하고 싶은데 여기서 하면 되나요?
부인 만나다 위하다 명동 가다,부인을 만나러 명동에 갔다
손 크다 대단하다,손이 정말 크다
다음 차내리다,다음으로 가주세요.
타다 곳 맞다,타는 위치가 맞나요?
교통카드 할인,교통카드 할인해주세요.
지하철 곳 안내하다,지하철 갈아타는 곳으로 안내해드릴까요?
싸우다 목적 학교 가다,싸우기 위해 학교에 갔다
물건  잃어버리다  검사  두다  곳,분실물 센터는 어디에 있습니까?
버스  어느 시간,시내버스 승강장은 언제에 있습니까?
나 대전 뛰다 -중,나는 대전에 뛰고 있어
조금 부상 가다 내리다,경상대학교로 갈까요?
훌륭하다 사람  곳  어디,영웅은 어디에 있습니까?
종로 가다,종로역입니다.
스케이트  짐  맡기다  가능,스케이트를 위탁 수하물로 보낼 수 있습니까?
다리 없다 실종,다리를 잃어버렸습니다.
쥐 돌보다 힘 없어지다,쥐를 돌보면 힘이 빠지는 것 같다
언어 고장 사용 안되다,언어 인식이 안되나요?
