,gloss,spoken,combined
3850,법 차례 지키다 중요,규율을 지키는 것은 중요하다,법 차례 지키다 중요규율을 지키는 것은 중요하다
3851,도착 나라 군 딱,제국군에 도착하나요?,도착 나라 군 딱제국군에 도착하나요?
3852,다리 사라지다 실종,다리를 잃어버렸습니다.,다리 사라지다 실종다리를 잃어버렸습니다.
3853,항공 목욕 그 곳 곳,공항 내 샤워실은 저기에 있나요?,항공 목욕 그 곳 곳공항 내 샤워실은 저기에 있나요?
3854,당신 돈 1000 있다,당신에게 1000원이 있다,당신 돈 1000 있다당신에게 1000원이 있다
3856,바다 가깝다 곳 상어 오다,해안가에 상어가 나타났어요.,바다 가깝다 곳 상어 오다해안가에 상어가 나타났어요.
3859,쉬다 -때 기억 읽다 끝,쉬는 시간에 기억을 읽었어,쉬다 -때 기억 읽다 끝쉬는 시간에 기억을 읽었어
3860,배 찾다 어렵다,배찾기가 어렵다,배 찾다 어렵다배찾기가 어렵다
3861,문 솜 끼다,문에 솜이 끼었어요.,문 솜 끼다문에 솜이 끼었어요.
3863,계획 끝 사랑 오늘 시작,계획했던 사랑을 실천했다,계획 끝 사랑 오늘 시작계획했던 사랑을 실천했다
3864,저기 옆 안에 사람 있다,저옆에 사람이 있어,저기 옆 안에 사람 있다저옆에 사람이 있어
3865,오락 놀다,게임 센터는 어디에 있습니까?,오락 놀다게임 센터는 어디에 있습니까?
3867,사랑 사람 찾다 쉽다 어렵다,사랑했던 사람을 찾는건 어렵다,사랑 사람 찾다 쉽다 어렵다사랑했던 사람을 찾는건 어렵다
3868,시간 저기 다음 곳,시간 지나서 내려드릴까요?,시간 저기 다음 곳시간 지나서 내려드릴까요?
3869,실패,실패했나요?,실패실패했나요?
3870,기억 사라지다 실종,기억을 잃어버리셨나요?,기억 사라지다 실종기억을 잃어버리셨나요?
3872,언니 아기 찾다 4,언니가 아이 넷을 찾았다,언니 아기 찾다 4언니가 아이 넷을 찾았다
3874,간 저기 곳 다음,간 지나서 내려주세요.,간 저기 곳 다음간 지나서 내려주세요.
3877,가운데 곳 다음 여기,가운데서 지나서 내려주세요.,가운데 곳 다음 여기가운데서 지나서 내려주세요.
3878,그릇 깨끗하다 먹다 끝,그릇을 깨끗하게 먹었어,그릇 깨끗하다 먹다 끝그릇을 깨끗하게 먹었어
3880,출석 보류 자연 미루다,출석이 보류되어 미루게 되었다,출석 보류 자연 미루다출석이 보류되어 미루게 되었다
3881,마지막,마지막입니다.,마지막마지막입니다.
3882,마음 느낌 시원,마음이 시원하다,마음 느낌 시원마음이 시원하다
3885,키스 시작,키스 시작했어,키스 시작키스 시작했어
3888,지하철 무엇 곳,지하철 승강장은 무엇에 있습니까?,지하철 무엇 곳지하철 승강장은 무엇에 있습니까?
3892,소매 날다 잃어버리다,날개를 잃어버렸습니다.,소매 날다 잃어버리다날개를 잃어버렸습니다.
3894,신 필요하다,신해줄까,신 필요하다신해줄까
3895,시작 1시,1시에 시작합니다.,시작 1시1시에 시작합니다.
3896,항공 잠 곳 여기,공항 내 수면실이 여기에 있나요?,항공 잠 곳 여기공항 내 수면실이 여기에 있나요?
3897,오늘 사랑 깨지다 결혼 부탁,오늘 헤어졌는데 결혼해줘,오늘 사랑 깨지다 결혼 부탁오늘 헤어졌는데 결혼해줘
3898,소원 잃어버리다 찾다 중에,소원을 잃어버려서 찾고 있어,소원 잃어버리다 찾다 중에소원을 잃어버려서 찾고 있어
3899,남다 생존 목적 학교 가다,살아남기 위해 학교에 갔다,남다 생존 목적 학교 가다살아남기 위해 학교에 갔다
3900,저 크다 굴 갇히다,내가 동굴에 갇혔어요.,저 크다 굴 갇히다내가 동굴에 갇혔어요.
3901,구별 사용 안되다 고장,구별이 안되나요?,구별 사용 안되다 고장구별이 안되나요?
3903,주차 2번 그 곳,제2 주차장은 저기에 있습니까?,주차 2번 그 곳제2 주차장은 저기에 있습니까?
3904,행동 계속 어렵다,진행이 어렵습니다.,행동 계속 어렵다진행이 어렵습니다.
3907,사거리 공격,사거리에서 공격 해주세요.,사거리 공격사거리에서 공격 해주세요.
3908,항공 목욕 그 곳,공항 내 샤워실이 저기에 있나요?,항공 목욕 그 곳공항 내 샤워실이 저기에 있나요?
3909,여기 보다 맞다,여기서 보는 것이 맞습니다.,여기 보다 맞다여기서 보는 것이 맞습니다.
3910,주차 1번 이것 곳 곳,제1 주차장은 이곳에 있습니까?,주차 1번 이것 곳 곳제1 주차장은 이곳에 있습니까?
3911,먹다 어느 시간,식당은 언제에 있습니까?,먹다 어느 시간식당은 언제에 있습니까?
3912,시간 끄다,시간 좀 꺼주세요.,시간 끄다시간 좀 꺼주세요.
3913,손가락질 없다 심심하다,할 욕이 없어서 심심하다,손가락질 없다 심심하다할 욕이 없어서 심심하다
3914,입술 더럽다 심하다 빨래,입술이 너무 더러워서 빨았어,입술 더럽다 심하다 빨래입술이 너무 더러워서 빨았어
3915,이웃 집 지진,옆집에 지진이 났어요.,이웃 집 지진옆집에 지진이 났어요.
3917,상자 안 도착,상자 안으로 들어가주세요.,상자 안 도착상자 안으로 들어가주세요.
3920,친구 생일 잊다,친구의 생일을 잊었다,친구 생일 잊다친구의 생일을 잊었다
3922,목소리 사라지다 실종,목소리를 잃어버렸습니다.,목소리 사라지다 실종목소리를 잃어버렸습니다.
3925,나 자신 때문에 걱정 -중,자신 때문에 걱정이 많아,나 자신 때문에 걱정 -중자신 때문에 걱정이 많아
3926,볼펜 가지다 중에,볼펜을 가지고 있어,볼펜 가지다 중에볼펜을 가지고 있어
3927,받다,네. 받겠습니다.,받다네. 받겠습니다.
3929,소화 고장 죽다,소화가 안되나요?,소화 고장 죽다소화가 안되나요?
3930,택시 곳 여기,택시 승강장은 여기에 있습니까?,택시 곳 여기택시 승강장은 여기에 있습니까?
3932,길 다음 도착 차내리다,길 지나서 내려드릴까요?,길 다음 도착 차내리다길 지나서 내려드릴까요?
3933,용산역 참가 되다,용산역에 참가할 수 있나요?,용산역 참가 되다용산역에 참가할 수 있나요?
3934,공장 여러 가지 법 지키다,산업법규를 지키다,공장 여러 가지 법 지키다산업법규를 지키다
3935,가방 저기,가방 안으로 들어갈까요?,가방 저기가방 안으로 들어갈까요?
3936,곳 많다 혼자 불가능,이 많은 곳을 혼자서 맡는건 불가능해,곳 많다 혼자 불가능이 많은 곳을 혼자서 맡는건 불가능해
3937,스위치 켜다,스위치 좀 켜주세요.,스위치 켜다스위치 좀 켜주세요.
3938,차 저기 곳 다음 도착 내리다,차서 지나서 내려주세요.,차 저기 곳 다음 도착 내리다차서 지나서 내려주세요.
3939,앞 내리다,앞으로 가주세요.,앞 내리다앞으로 가주세요.
3940,사랑 전화걸다,사랑을 부를까요?,사랑 전화걸다사랑을 부를까요?
3941,빛 사라지다 실종,빛을 잃어버렸습니다.,빛 사라지다 실종빛을 잃어버렸습니다.
3942,항공 잠 여기 곳,공항 내 수면실이 여기에 있나요?,항공 잠 여기 곳공항 내 수면실이 여기에 있나요?
3943,희망 결과,성공했나요?,희망 결과성공했나요?
3944,주변 웃음,근처에서 웃음이 터졌어요.,주변 웃음근처에서 웃음이 터졌어요.
3945,방 저기,방 안으로 들어갈까요?,방 저기방 안으로 들어갈까요?
3946,카페 무엇 곳,커피숍은 무엇에 있습니까?,카페 무엇 곳커피숍은 무엇에 있습니까?
3948,지금 보다,여기서 보시겠습니까?,지금 보다여기서 보시겠습니까?
3949,쥐 미치다 병 물다,광견병에 걸린 쥐에게 물렸어요.,쥐 미치다 병 물다광견병에 걸린 쥐에게 물렸어요.
3950,지하철 층 딱,열차 배차 층이 일정한가요?,지하철 층 딱열차 배차 층이 일정한가요?
3952,장사 안되다 사용 불가능,장사가 안되네요.,장사 안되다 사용 불가능장사가 안되네요.
3954,안심 고장 사용 안되다,안심이 안되네요.,안심 고장 사용 안되다안심이 안되네요.
3955,참 정직 어디 곳,진실은 어디에 있습니까?,참 정직 어디 곳진실은 어디에 있습니까?
3956,기억 다시,다시 기억해주세요.,기억 다시다시 기억해주세요.
3957,어머니 지금 5 되다,어머니가 다섯 살이 되었다,어머니 지금 5 되다어머니가 다섯 살이 되었다
3958,초밥 먹다 위하다 한국 가다,초밥을 먹기 위해 한국에 갔다,초밥 먹다 위하다 한국 가다초밥을 먹기 위해 한국에 갔다
3959,방송 늦다,방송시간에 늦으셨나요?,방송 늦다방송시간에 늦으셨나요?
3962,돕다 말 주세요,조언을 주세요.,돕다 말 주세요조언을 주세요.
3964,카드 찾다 실종,카드를 분실하였습니다.,카드 찾다 실종카드를 분실하였습니다.
3965,나 가슴 무섭다,나는 가슴이 무섭다,나 가슴 무섭다나는 가슴이 무섭다
3967,방송춥방송다방송 방송켜방송다방송,방송 좀 켜드릴까요?,방송춥방송다방송 방송켜방송다방송방송 좀 켜드릴까요?
3969,울다 괴롭다 하지마 친하다,슬퍼하지 말고 친하게 지내,울다 괴롭다 하지마 친하다슬퍼하지 말고 친하게 지내
3971,친구 딸 맡다,내 친구가 딸을 맡았어,친구 딸 맡다내 친구가 딸을 맡았어
3972,사람 더럽다 버리다 중요,인간쓰레기는 중요하다,사람 더럽다 버리다 중요인간쓰레기는 중요하다
3973,나쁘다 점 치료하다,나쁜 점을 고치다,나쁘다 점 치료하다나쁜 점을 고치다
3974,세상 지키다 필요,세상을 지켜야 한다,세상 지키다 필요세상을 지켜야 한다
3975,춘천 버스 거리 1시간,춘천까지 버스를 타면 1시간이다,춘천 버스 거리 1시간춘천까지 버스를 타면 1시간이다
3976,애 모두 잊다 부탁,그 애들은 깨끗이 잊어라,애 모두 잊다 부탁그 애들은 깨끗이 잊어라
3977,집 비행기 거리 1시간,집까지 비행기를 타면 1시간이다,집 비행기 거리 1시간집까지 비행기를 타면 1시간이다
3978,도착 일 저녁 9시 정도,도착일은 오후 9시가 되겠습니다,도착 일 저녁 9시 정도도착일은 오후 9시가 되겠습니다
3979,기억 실종 없다,기억을 잃어버렸습니다.,기억 실종 없다기억을 잃어버렸습니다.
3980,밤 저기 다음 도착 내리다,밤 지나서 내려드릴까요?,밤 저기 다음 도착 내리다밤 지나서 내려드릴까요?
3982,성 1회,1회용 성입니다.,성 1회1회용 성입니다.
3983,도움 되다,도움도 됩니다.,도움 되다도움도 됩니다.
3984,간 다음 저기 곳 저기,간 지나서 내려주세요.,간 다음 저기 곳 저기간 지나서 내려주세요.
3986,사람 항공 가깝다 어디,공항 주변에 사람은 어디있나요?,사람 항공 가깝다 어디공항 주변에 사람은 어디있나요?
3988,주차 1번 곳 누구,제1 주차장은 누구에 있습니까?,주차 1번 곳 누구제1 주차장은 누구에 있습니까?
3989,웃다 눈 귀엽다,샐쭉 웃는 눈이 귀엽다,웃다 눈 귀엽다샐쭉 웃는 눈이 귀엽다
3990,인간 혼자 살다 불가능,인간은 혼자서 살 수 없다,인간 혼자 살다 불가능인간은 혼자서 살 수 없다
3991,과거 없다 실종,과거를 잃어버렸습니다.,과거 없다 실종과거를 잃어버렸습니다.
3992,참 정직 지키다 필요,진실을 지켜야 한다,참 정직 지키다 필요진실을 지켜야 한다
3993,시장 차내리다 가다,김포시장으로 갈까요?,시장 차내리다 가다김포시장으로 갈까요?
3994,항상 받다 원하다,항상 받고 싶어,항상 받다 원하다항상 받고 싶어
3995,불행 수치 모욕 만나다,불행한 치욕을 당하다,불행 수치 모욕 만나다불행한 치욕을 당하다
3996,빛춥빛다빛 빛끄빛다빛,빛을 꺼드릴까요?,빛춥빛다빛 빛끄빛다빛빛을 꺼드릴까요?
3997,사용 돈 빌리다 어디,요금 대여소가 어디에 있습니까?,사용 돈 빌리다 어디요금 대여소가 어디에 있습니까?
3999,세상 도둑 넘어오다,세상에 도둑이 들어왔어요.,세상 도둑 넘어오다세상에 도둑이 들어왔어요.
4000,아프다 원인 암 입원,아파서 암에 입원했다,아프다 원인 암 입원아파서 암에 입원했다
4001,과거 미래 너 배달 맡다,요즘은 네가 배달을 맡아,과거 미래 너 배달 맡다요즘은 네가 배달을 맡아
4002,저기 일 듣다 싫다,그 일은 듣기 싫어,저기 일 듣다 싫다그 일은 듣기 싫어
4005,사랑 제발,제발 사랑해,사랑 제발제발 사랑해
4006,뒤 주차,뒤에 주차하시겠습니까?,뒤 주차뒤에 주차하시겠습니까?
4008,목소리 사라지다 실종,목소리를 잃어버리셨나요?,목소리 사라지다 실종목소리를 잃어버리셨나요?
4009,버스 전 저기 도착 차내리다,버스정류장 못가서 내려주세요.,버스 전 저기 도착 차내리다버스정류장 못가서 내려주세요.
4010,도움 불량 사용 안되다,도움이 안되네요.,도움 불량 사용 안되다도움이 안되네요.
4011,찍다 넣다,투표를 매주세요.,찍다 넣다투표를 매주세요.
4012,길 다음 도착 내리다,길 지나서 내려드릴까요?,길 다음 도착 내리다길 지나서 내려드릴까요?
4013,빵 집 여기,빵집이 여기에 있습니까,빵 집 여기빵집이 여기에 있습니까
4014,무덤 장소 가다,묘지로 가주세요.,무덤 장소 가다묘지로 가주세요.
4015,다리 실종 잃어버리다,다리를 잃어버렸습니다.,다리 실종 잃어버리다다리를 잃어버렸습니다.
4016,보람 결과 있다,효과가 있으세요?,보람 결과 있다효과가 있으세요?
